Id,Year,Mon,Res,solids,NTU,org_ml,MPN_100ml,MPN_100ml__1,LosR,Silica,Ca,Mg,Ca_Mg,NO3,NO3_USGS,Cl2,Na,SO4,K,pH,Alk,Hard,Nhard,C_USGSTemp,F_USGS,Temp,MD_Precip_inch_mon,MD_Temp_F
194510,1945,10,150,,,,,,22,5.5,23,4.9,27.9,0.9,,1.2,,26,,7.7,71,79,10,,,61,1.64,54.8
194511,1945,11,139,,,,,,14,3.5,28,5,33,0.67,,2.8,,28,,7.8,70,54,10,,,45,4.23,46.7
194512,1945,12,109,,,,,,17,8.4,17,3.8,20.8,0.5,,1.1,,20,,7.3,40,51,12,,,32,5.17,30.1
19452,1945,2,151,,,,,,19,6.6,25,4.5,29.5,1.08,,1.3,,22,,7.5,42,75,26,,,36,3.28,34.3
19453,1945,3,160,,,,,,19,5.7,20,4.4,24.4,1.25,,1.3,,22,,7.5,43,67,22,,,51,1.79,52.2
19454,1945,4,151,,,,,,21,7,22,4.7,26.7,0.45,,2.5,,21,,7.5,48,74,24,,,63,3.64,55.3
19455,1945,5,144,,,,,,17,5.9,21,4.3,25.3,,,7.2,,25,,7.5,39,66,22,,,64,4.48,59.5
19456,1945,6,160,,,,,,20,5,25,5,30,,,1.2,,28,,7.5,62,84,26,,,76,4.5,70.8
19457,1945,7,142,,,,,,21,5.8,19,3.1,22.1,0.7,,4.3,,27,,7.5,55,61,5,,,76,10.5,73.9
19458,1945,8,102,,,,,,27,5.1,17,3.5,20.5,0.64,,2.9,,24,,7.7,57,63,7,,,76,3.68,72
19459,1945,9,127,,,,,,25,6.1,18,4.5,22.5,0.67,,2.4,,21,,7.6,56,76,6,,,74,5.54,70
19461,1946,1,111,,,,,,23,7.6,17,4.2,21.2,1.4,,1.6,,20,,7.4,44,56,6,,,32,1.75,34.3
194610,1946,10,,,,,,,,,,,,,,,,,,7.9,68,77,10,,,60,2.83,58.5
194611,1946,11,152,,,,,,21,4.6,23,5.3,28.3,0.73,,4.2,,35,,8,63,77,14,,,48,1.57,48.9
194612,1946,12,164,,,,,,47,4,22,7.5,29.5,0.67,,6.4,,36,,7.8,68,41,23,,,35,2.27,38.9
19462,1946,2,114,,,,,,16,7.4,19,4.4,23.4,1.4,,8.1,,22,,7.5,47,47,8,,,32,2.47,35.9
19463,1946,3,100,,,,,,24,6.5,14,4.1,18.1,0.98,,5,,22,,7.5,39,59,8,,,39,2.52,49.8
19464,1946,4,100,,,,,,15,3.8,16,4.8,20.8,0.81,,5.4,,24,,7.9,55,54,4,,,45,2.04,51.7
19465,1946,5,124,,,,,,12,5.4,18,2.3,20.3,0.6,,5,,19,,7.6,48,52,6,,,52,6.49,62.2
19466,1946,6,106,,,,,,12,6.4,16,2.4,18.4,0.74,,6.5,,18,,7.8,44,50,8,,,60,4.29,69
19467,1946,7,168,,,,,,17,4.4,25,4.9,29.9,0.87,,10.5,,24,,7.9,69,74,6,,,69,3.82,73.3
19468,1946,8,137,,,,,,14,4.5,23,3.5,26.5,0.81,,6.9,,24,,7.9,63,72,8,,,68,4.56,69.6
19469,1946,9,165,,,,,,15,3.3,27,4,31,0.66,,11.8,,22,,8.2,75,82,8,,,70,3.57,67.2
19471,1947,1,113,,,,,,24,6,21,4.6,25.6,1.03,,3.6,,23,,7.6,40,59,18,,,35,4.12,39.1
194710,1947,10,204,,,,,,36,1.9,42,9.8,51.8,0.3,,6.2,,62,,8.2,114,133,20,,,66,1.61,61.3
194711,1947,11,182,,,,,,34,6.8,29,6.7,35.7,0.36,,5.6,,58,,7.7,76,86,10,,,50,5.59,42.6
194712,1947,12,172,,,,,,36,6.5,27,4.2,31.2,1.29,,5.7,,30,,7.6,71,88,17,,,35,1.73,33.4
19472,1947,2,123,,,,,,38,5.6,24,5.3,29.3,1.01,,4,,23,,7.9,47,65,18,,,37,1.69,29
19473,1947,3,108,,,,,,26,2.7,22,4.9,26.9,1.13,,4.3,,23,,7.5,41,60,19,,,40,1.78,36.4
19474,1947,4,112,,,,,,32,1.7,22,4.4,26.4,0.8,,3.4,,22,,8,43,61,18,,,51,2.79,53.7
19475,1947,5,122,,,,,,28,3.5,20,3.6,23.6,0.7,,3.7,,20,,7.5,37,56,18,,,64,5.15,62.1
19476,1947,6,80,,,,,,26,7.1,22,2.4,24.4,1.7,,3.7,,19,,7.6,50,61,8,,,73,4.43,69
19477,1947,7,69,,,,,,16,5.5,24,4.1,28.1,0.94,,3.8,,29,,7.7,69,75,,,,77,4.21,73
19478,1947,8,68,,,,,,15,3.9,30,5.8,35.8,0.7,,4.6,,27,,7.5,88,109,15,,,80,2.99,76
19479,1947,9,161,,,,,,29,3.832,32,7.1,39.1,0.36,,5.1,,31,,8,95,118,23,,,74,3.21,67.5
19481,1948,1,167,,,,,,30,6.5,24,4.4,28.4,1.28,,4.3,,29,,7.5,63,80,16,,,33,5.23,26.3
194810,1948,10,126,,,,,,26,7,31,5.3,36.3,1.06,,2.1,,35,,7.9,81,87,6,,,,3.6,53.5
194811,1948,11,124,,,,,,30,7.8,23,5.8,28.8,1.16,,4.2,,24,,7.6,70,80,10,,,,5.75,49.7
194812,1948,12,120,,,,,,30,8,19,4.4,23.4,1.26,,2.3,,21,,7.4,49,64,15,,,,5.53,37.5
19482,1948,2,160,,,,,,22,6.6,24,4.5,28.5,1.4,,4.7,,29,,7.4,65,79,14,,,37,2.38,33.7
19483,1948,3,142,,,,,,25,6.9,21,4.6,25.6,1.39,,3.4,,31,,7.4,45,57,12,,,47,3.98,45.6
19484,1948,4,139,,,,,,22,6.7,20,4.5,24.5,1.27,,2.6,,30,,7.4,47,57,10,,,54,3.74,53
19485,1948,5,130,,,,,,15,6.4,22,4.4,26.4,1.1,,2.3,,30,,7.5,49,64,15,,,65,7.14,62
19486,1948,6,149,,,,,,21,7.4,21,4.6,25.6,1.3,,3.5,,31,,7.7,53,70,24,,,71,5.27,70.7
19487,1948,7,152,,,,,,24,7.9,26,4.6,30.6,1.2,,2.3,,31,,7.6,62,83,23,,,,3.99,75.1
19488,1948,8,148,,,,,,29,7.3,26,4.7,30.7,1.12,,2.6,,31,,7.6,63,83,20,,,,6.8,73.1
19489,1948,9,122,,,,,,24,5.9,30,6.1,36.1,0.81,,2.8,,28,,7.9,75,100,25,,,,2.99,66.2
19491,1949,1,132,,,,,,29,8,20,4.8,24.8,1.42,,2,,21,,7.5,50,64,14,,,,5.31,40.6
194910,1949,10,126,,,,,,21,5.8,35,6.6,41.6,,,2.2,,25,,8.2,94,120,26,,,62,3.54,60.2
194911,1949,11,128,,,,,,20,6.4,34,5.9,39.9,,,4.4,,32,,8.2,77,106,27,,,45,1.82,44.7
194912,1949,12,116,,,,,,19,6.1,26,4.5,30.5,,,3.8,,26,,8,57,86,24,,,38,2.32,38.3
19492,1949,2,136,,,,,,34,6.2,20,4.2,24.2,1.5,,2.6,,22,,7.5,49,62,13,,,,3.35,40.9
19493,1949,3,141,,,,,,33,6.6,21,4.3,25.3,1.35,,2.3,,22,,7.7,59,71,12,,,,2.83,43.7
19494,1949,4,159,,,,,,32,7.2,21,4.3,25.3,1.28,,1.6,,23,,7.7,53,64,11,,,,2.86,51.5
19495,1949,5,157,,,,,,32,7.3,22,4.8,26.8,0.7,,2.5,,23,,7.8,60,72,12,,,,4.62,62.4
19496,1949,6,166,,,,,,38,5,26,4.7,30.7,0.49,,2.7,,24,,8,69,83,12,,,,2.08,71.9
19497,1949,7,110,,,,,,20,5.5,26,4.6,30.6,,,2.7,,25,,7.8,62,75,13,,,77,5.06,78
19498,1949,8,110,,,,,,18,5.2,27,5.3,32.3,,,2.1,,24,,8.1,76,96,20,,,77,4.4,74.1
19499,1949,9,127,,,,,,22,5,34,5.9,39.9,,,2.1,,25,,8.2,82,108,26,,,67,3.21,63.8
19501,1950,1,122,,,,,,24,5.6,25,4.4,29.4,1.26,,3.1,,25,,7.8,52,80,28,,,37,2.29,44.5
195010,1950,10,149,,,,,,27,5.2,27,6.1,33.1,1,,3.3,,35,,7.7,64,92,28,,,60,2.5,57.5
195011,1950,11,139,,,,,,22,6.1,25,5.1,30.1,0.8,,3.9,,38,,7.7,63,84,21,,,45,3.36,44.6
195012,1950,12,139,,,,,,24,5.1,22,4.4,26.4,1.02,,4.3,,32,,7.5,50,71,21,,,38,3.36,32.1
19502,1950,2,147,,,,,,24,6.2,23,4.4,27.4,1.17,,3.4,,31,,7.6,41,76,35,,,38,3.05,35.2
19503,1950,3,147,,,,,,28,6.4,23,4.5,27.5,1.3,,3.4,,32,,7.5,48,75,37,,,38,4.42,39.1
19504,1950,4,131,,,,,,21,5.4,24,4,28,0.96,,3,,22,,7.9,56,79,23,,,48,1.81,49
19505,1950,5,133,,,,,,19,5.5,22,3.8,25.8,1.1,,3.5,,22,,7.5,46,70,24,,,61,4.66,61.3
19506,1950,6,129,,,,,,22,5.9,24,3.9,27.9,0.98,,2.1,,21,,7.9,63,76,13,,,74,3,69.5
19507,1950,7,145,,,,,,30,4.8,29,6.8,35.8,0.8,,2.9,,40,,7.8,73,100,27,,,78,4.38,73.1
19508,1950,8,149,,,,,,31,4.4,30,9.4,39.4,0.9,,8.1,,42,,7.8,82,115,33,,,78,3.37,72.1
19509,1950,9,142,,,,,,29,5.7,29,5.9,34.9,0.7,,4,,41,,7.7,65,95,30,,,68,6.83,64
19511,1951,1,105,,,,,,22,8.9,22,4.9,26.9,1.15,,1.62,,23,,7.9,45,75,30,,,37,2.5,35.8
195110,1951,10,151,,,,,,44,7.8,40,7.9,47.9,1.35,,3.2,,35,,8.3,111,136,25,,,60,2.05,58.6
195111,1951,11,149,,,,,,47,6,30,7.5,37.5,1.23,,3.2,,34,,7.9,84,106,22,,,42,5.43,41
195112,1951,12,137,,,,,,36,7.2,29,7,36,1.35,,3.4,,32,,7.9,66,100,34,,,35,4.81,37.6
19512,1951,2,120,,,,,,26,6.2,21,4.6,25.6,1.26,,3.1,,21,,7.4,39,70,31,,,36,2.95,35.7
19513,1951,3,122,,,,,,25,5.6,21,4.5,25.5,1.25,,2.7,,21,,7.5,51,72,21,,,43,3.15,42.2
19514,1951,4,129,,,,,,29,5.7,21,4.2,25.2,1.4,,3,,21,,7.5,52,69,17,,,50,3.54,51.8
19515,1951,5,136,,,,,,28,5.1,23,4.6,27.6,1.2,,3.5,,21,,7.7,57,76,19,,,63,2.85,61.8
19516,1951,6,127,,,,,,29,5,29,4.6,33.6,1,,3.5,,22,,7.6,54,75,21,,,69,7.17,70.3
19517,1951,7,142,,,,,,34,4.9,33,6,39,1.1,,2.6,,25,,8,75,96,21,,,76,3.55,75.3
19518,1951,8,139,,,,,,36,3.5,36,7.2,43.2,1.3,,3.2,,33,,8.1,88,112,24,,,78,2.39,72.8
19519,1951,9,144,,,,,,42,6.9,36,7.7,43.7,1.2,,3,,33,,8.2,103,122,19,,,72,2.58,66.9
19521,1952,1,129,,,,,,32,7.5,20,6.4,26.4,1.35,,3.2,,33,,7.6,38,75,37,,,37,4.83,37.7
195210,1952,10,167,,,,,,48,6.9,33,7.8,40.8,1.15,,4.6,,38,,8.2,89,114,25,,,50,1.28,52.7
195211,1952,11,162,,,,,,47,6.4,30,7.9,37.9,1.3,,3.6,,36,,7.9,80,107,27,,,52,6.06,45.8
195212,1952,12,155,,,,,,39,6.6,18,6.2,24.2,1.1,,3.2,,35,,7.5,44,72,28,,,39,3.34,36.6
19522,1952,2,134,,,,,,30,7.4,24,6.5,30.5,1.3,,3.2,,32,,7.7,46,84,38,,,39,2.16,37.4
19523,1952,3,141,,,,,,34,7.6,16,6.8,22.8,1.3,,3.1,,33,,7.7,43,67,24,,,40,5.07,40.9
19524,1952,4,139,,,,,,29,7.2,17,6.1,23.1,1.25,,3.1,,33,,7.6,44,66,22,,,50,6.72,53.7
19525,1952,5,142,,,,,,31,6.9,18,5.8,23.8,1.1,,3.1,,34,,7.6,49,67,18,,,61,4.99,61
19526,1952,6,145,,,,,,37,6.8,26,7,33,1.35,,3.1,,34,,8,68,92,24,,,74,3.14,73.5
19527,1952,7,152,,,,,,47,7.6,26,7.1,33.1,1.2,,4.5,,35,,8,72,96,24,,,78,3.57,77.4
19528,1952,8,157,,,,,,52,6.9,28,7.2,35.2,1.1,,5.2,,37,,7.9,80,100,2O,,,78,5.8,73.5
19529,1952,9,161,,,,,,49,7.2,26,7.4,33.4,1,,9.9,,36,,7.9,70,95,25,,,72,4.02,66.3
19531,1953,1,147,,,,,,34,6.7,17,5.4,22.4,1.2,,3.4,,34,,7.5,39,67,25,,,38,4.45,38.6
195310,1953,10,160,,,,,,33,7.2,41,8.7,49.7,1.1,,12.3,,33,,8.1,103,139,36,,,66,2.62,57.5
195311,1953,11,162,,,,,,33,7.2,41,3.7,44.7,1.1,,11.2,,32,,8,98,130,32,,,51,2.08,45.1
195312,1953,12,160,,,,,,34,7.6,29,6,35,0.57,,8.1,,30,,7.7,63,98,35,,,43,3.42,38.7
19532,1953,2,149,,,,,,37,6.3,17,5.5,22.5,1.2,,3.3,,34,,7.6,41,62,27,,,39,2.71,39.2
19533,1953,3,149,,,,,,27,7.4,17,4.2,21.2,1.25,,3.7,,28,,7.6,36,61,25,,,40,5.78,44.2
19534,1953,4,155,,,,,,39,7.3,14,5.4,19.4,1.25,,3.6,,23,,7.7,41,69,28,,,53,3.88,52.5
19535,1953,5,152,,,,,,39,6.9,23,3.5,26.5,1.1,,4,,29,,7.6,47,71,24,,,64,5.88,66.5
19536,1953,6,159,,,,,,40,7.1,26,4.6,30.6,1,,4.4,,29,,7.2,59,85,26,,,76,2.28,71.4
19537,1953,7,159,,,,,,34,6.8,34,6.3,40.3,1.2,,6.5,,31,,8.1,80,109,29,,,82,3.24,76.2
19538,1953,8,151,,,,,,32,7,31,6.1,37.1,0.75,,7.3,,32,,7.3,75,101,26,,,80,4.03,73.3
19539,1953,9,159,,,,,,30,6.9,35,7.4,42.4,0.75,,11,,32,,8,91,120,29,,,78,2.93,67
19541,1954,1,155,,,,,,30,5.6,31,6.8,37.8,1.6,,5.7,,27,,7.8,76,105,35,,,35,2.46,33.3
195410,1954,10,160,,,,,,44,7.6,33,4.7,37.7,0.7,,6.9,,29,,7.7,66,101,35,,,67,3.77,59.5
195411,1954,11,159,,,,,,39,7,32,4.1,36.1,1.2,,4.7,,29,,7.5,60,96,36,,,52,2.69,42.8
195412,1954,12,152,,,,,,39,6.7,27,3.7,30.7,1.6,,3.8,,27,,7.6,45,81,36,,,50,3.2,34.8
19542,1954,2,152,,,,,,32,4.9,25,5.7,30.7,1.3,,5,,24,,8,57,87,30,,,39,1.31,40.1
19543,1954,3,143,,,,,,32,5,23,3,26,0.9,,5.2,,24,,7.6,40,69,29,,,42,3.87,42.4
19544,1954,4,150,,,,,,37,5.1,26,3.4,29.4,1,,5.4,,24,,7.8,49,79,30,,,53,3.43,56.5
19545,1954,5,152,,,,,,39,5.3,24,3.5,27.5,1,,6.4,,27,,7.6,57,74,25,,,66,2.89,59.9
19546,1954,6,160,,,,,,40,5.5,30,3.9,33.9,0.6,,5.3,,27,,7.9,69,91,34,,,79,1.69,71.4
19547,1954,7,160,,,,,,45,7.4,32,4.7,36.7,0.2,,5.6,,29,,7.7,70,99,30,,,80,2.51,75.2
19548,1954,8,166,,,,,,47,7.5,36,5.1,41.1,0.2,,6.9,,30,,7.7,72,110,35,,,80,5.17,72.9
19549,1954,9,164,,,,,,46,7.2,35,4.9,39.9,0.6,,4.9,,31,,7.7,72,107,35,,,78,2.1,69.1
19551,1955,1,160,,,,,,34,7.4,29,4.2,33.2,1.7,,4,,28,,7.6,52,90,42,,,38,0.64,31.7
195510,1955,10,160,,,,,,32,6.5,32,5.7,37.7,1,,6.1,,35,,7.8,70,106,36,,,63,4.01,57.3
195511,1955,11,170,,,,,,37,4.5,34,7.9,41.9,0.9,,7.2,,32,,7.8,73,116,43,,,48,1.85,42.6
195512,1955,12,179,,,,,,39,3.9,35,8.8,43.8,0.8,,7.2,,33,,8.3,76,123,47,,,36,0.48,30.8
19552,1955,2,157,,,,,,36,7.6,28,4.8,32.8,1.8,,4.5,,29,,7.7,50,88,38,,,36,2.94,34.3
19553,1955,3,152,,,,,,30,8,22,3.7,25.7,1.7,,3.1,,25,,7.5,38,69,31,,,48,4.58,44.9
19554,1955,4,160,,,,,,34,8,25,4.5,29.5,1.4,,3.9,,26,,7.7,57,80,23,,,58,3.05,55.7
19555,1955,5,160,,,,,,32,7.8,25,3.7,28.7,0.4,,3.3,,25,,8,59,78,19,,,71,2.26,64.4
19556,1955,6,162,,,,,,37,8,26,9,35,0.4,,3.8,,25,,7.5,57,80,23,,,73,5.46,67.3
19557,1955,7,164,,,,,,35,5.5,29,4.4,33.4,0.2,,4.6,,36,,8,70,89,25,,,87,2.37,79.2
19558,1955,8,160,,,,,,32,7.2,27,4.8,31.8,0.6,,3.7,,31,,7.8,59,90,30,,,80,12.2,76.5
19559,1955,9,157,,,,,,36,6.7,31,5.2,36.2,1.1,,5.1,,34,,7.9,72,102,31,,,74,2.46,66.9
19561,1956,1,181,,,,,,41,6.2,35,9.1,44.1,0.77,,8.1,,34,,8,74,124,50,,,34,2.44,31.4
195610,1956,10,165,,,,,,55,5.9,32,6.8,38.8,0.35,,3.8,,29,,7.8,77,108,31,,,62,4.28,57.1
195611,1956,11,154,,,,,,47,6.4,29,6.8,35.8,0.87,,6.9,,26,,7.5,62,90,28,,,49,3.59,45.1
195612,1956,12,150,,,,,,50,5.8,27,6.7,33.7,1.1,,5.9,,29,,7.6,58,96,38,,,45,3.51,43
19562,1956,2,162,,,,,,35,4.9,28,4.9,32.9,1.1,,3.7,,31,,7.5,35,69,34,,,40,3.79,37.9
19563,1956,3,161,,,,,,32,5.5,25,4.1,29.1,1.3,,1.8,,28,,7.2,38,74,36,,,45,4.1,40.4
19564,1956,4,157,,,,,,32,6.2,26,4.3,30.3,1.2,,2.6,,29,,7.5,44,76,32,,,54,2.66,50.3
19565,1956,5,169,,,,,,35,4.6,28,5.8,33.8,0.8,,4.1,,22,,7.7,58,88,30,,,67,3,60.9
19566,1956,6,167,,,,,,34,8.4,24,5.4,29.4,0.95,,4.1,,25,,7.6,56,86,30,,,76,3.6,70.8
19567,1956,7,158,,,,,,46,7.4,28,7.2,35.2,0.72,,3.3,,24,,7.4,57,84,27,,,78,6.69,73.9
19568,1956,8,162,,,,,,47,7.2,28,6.4,34.4,0.53,,5.3,,28,,7.8,69,96,30,,,78,3.09,72.8
19569,1956,9,167,,,,,,51,6,31,7.2,38.2,0.73,,5.9,,28,,8,80,109,29,,,73,3.69,64.6
19571,1957,1,148,,,,,,47,6.7,22,6.4,28.4,0.85,,4.3,,26,,7.5,46,81,35,,,37,2.9,30.1
195710,1957,10,234,,,,,,68,5.5,40,7.6,47.6,0.3,,9,,55,,8.3,87,132,42,,,60,3.47,52.3
195711,1957,11,185,,,,,,52,5,36,6.6,42.6,0.5,,8.3,,49,,7.9,82,118,36,,,50,3.52,46.2
195712,1957,12,150,,,,,,34,4.4,25,5.3,30.3,1,,4.6,,27,,7.7,49,83,32,,,41,5.85,38.5
19572,1957,2,192,,,,,,45,6.2,20,5.2,25.2,0.9,,3.8,,25,,7.5,39,71,32,,,43,3.42,38.2
19573,1957,3,157,,,,,,39,5.2,21,5.2,26.2,1.1,,5.5,,25,,7.8,47,74,27,,,48,2.99,42.2
19574,1957,4,160,,,,,,41,5.6,21,5,26,0.9,,3.6,,25,,7.6,49,75,26,,,59,3.01,55.6
19575,1957,5,164,,,,,,40,6.2,25,5.3,30.3,0.9,,4.8,,25,,7.8,66,86,20,,,72,1.89,63.9
19576,1957,6,171,,,,,,43,6.6,31,6.3,37.3,0.64,,6.2,,26,,7.8,69,70,21,,,80,3.66,73.3
19577,1957,7,182,,,,,,52,6.6,38,6.4,44.4,0.22,,8.3,,32,,7.9,75,103,24,,,86,1.78,75.1
19578,1957,8,190,,,,,,57,6.4,39,7.1,46.1,0.05,,13.8,,37,,8,85,120,35,,,80,2.8,72.2
19579,1957,9,227,,,,,,64,4.5,40,7.4,47.4,0.14,,12.1,,53,,8,93,127,34,,,77,4.72,68.4
19581,1958,1,150,,,,,,37,6.2,18,5.3,23.3,1.2,,4,,30,,7.6,40,67,27,,,35,3.73,30.9
195810,1958,10,183,,,,,,45,6,36,6,42,0.6,,11.7,,45,,8.3,89,116,27,,,62,2.73,55.4
195811,1958,11,188,,,,,,51,6.5,39,6.2,45.2,0.6,,13.2,,47,,8,97,121,24,,,52,2.6,46.8
195812,1958,12,189,,,,,,49,6.6,38,6,44,0.8,,12.5,,46,,8.2,86,120,34,,,36,1.84,28.7
19582,1958,2,135,,,,,,32,5.7,21,6.2,27.2,1.4,,4.3,,26,,7.7,42,78,29,,,35,3.77,28
19583,1958,3,117,,,,,,24,5.4,16,4.5,20.5,1.3,,3.3,,24,,7.6,38,58,20,,,41,5.78,38.4
19584,1958,4,125,,,,,,26,5.7,19,4.7,23.7,1.2,,3.7,,24,,7.7,43,62,19,,,56,4.57,52.9
19585,1958,5,129,,,,,,27,5.5,20,5.2,25.2,1.3,,4.5,,29,,7.9,51,70,21,,,65,4.25,61.4
19586,1958,6,152,,,,,,37,5.9,27,5.7,32.7,0.7,,6.2,,30,,7.9,68,91,23,,,74,4.12,67.7
19587,1958,7,156,,,,,,39,5.4,25,5.5,30.5,0.5,,8.3,,33,,7.8,67,86,19,,,80,6.38,76.3
19588,1958,8,170,,,,,,42,5.8,25,5.2,30.2,0.96,,6.4,,33,,8.1,65,82,17,,,79,6.37,72.6
19589,1958,9,162,,,,,,40,5.6,32,5.9,37.9,0.44,,8.6,,39,,8.1,84,103,19,,,74,2.5,65.7
19591,1959,1,159,,,,,,,,,,,,,10,,36,,7.9,,,,,,32,2.29,31.3
195910,1959,10,186,,,,,,,,,,,,,14,,46,,7.9,,,,,,62,4.85,59
195911,1959,11,148,,,,,,,,,,,,,13,,27,,8,,,,,,44,3.63,43.9
195912,1959,12,122,,,,,,,,,,,,,10,,30,,7.9,,,,,,35,3.48,38.4
19592,1959,2,142,,,,,,,,,,,,,10,,30,,7.5,,,,,,36,2.08,34.9
19593,1959,3,124,,,,,,,,,,,,,9,,27,,7.9,,,,,,43,2.96,42.1
19594,1959,4,109,,,,,,,,,,,,,12,,21,,7.7,,,,,,55,3.72,54.9
19595,1959,5,108,,,,,,,,,,,,,8,,22,,7.7,,,,,,66,2.3,65.8
19596,1959,6,130,,,,,,,,,,,,,9,,24,,8.1,,,,,,74,2.69,71.8
19597,1959,7,158,,,,,,,,,,,,,9,,37,,8.3,,,,,,81,6.54,75.5
19598,1959,8,167,,,,,,,,,,,,,12,,38,,8,,,,,,82,4.67,76.2
19599,1959,9,189,,,,,,,,,,,,,16,,49,,8.4,,,,,,75,1.65,69.1
19601,1960,1,100,,,,,,22,4.4,21,5.3,26.3,0.9,,8.3,,24,,7.6,42,74,32,,,39,2.76,34.9
196010,1960,10,184,,,,,,47,7.4,38,6.3,44.3,0.3,,9.6,,39,,8.2,89,120,31,,,63,2.65,55.5
196011,1960,11,204,,,,,,50,7.6,44,6.4,50.4,0.27,,13.7,,42,,8.3,96,136,38,,,51,1.94,46.1
196012,1960,12,207,,,,,,47,7.2,43,6.7,49.7,0.8,,11,,44,,8.4,104,134,32,,,37,2.66,28.3
19602,1960,2,116,,,,,,27,4.7,21,5.4,26.4,0.77,,7.7,,25,,7.8,44,75,31,,,40,3.86,35
19603,1960,3,118,,,,,,24,4.8,26,5.2,31.2,0.85,,10.6,,25,,8,50,85,35,,,39,2.34,31.7
19604,1960,4,122,,,,,,23,4.9,23,5,28,0.63,,6.6,,27,,8,49,79,30,,,74,3.01,56.9
19605,1960,5,129,,,,,,27,5.1,26,5.2,31.2,0.3,,9.1,,26,,8,55,85,30,,,74,5.99,60.3
19606,1960,6,150,,,,,,42,5.7,25,5,30,0.4,,7.5,,27,,7.9,57,82,25,,,80,2.45,70.2
19607,1960,7,174,,,,,,39,6.5,35,5.9,40.9,0.27,,9.6,,33,,8.2,76,112,36,,,81,5.96,72.8
19608,1960,8,172,,,,,,42,6.7,36,6.1,42.1,0.27,,10.2,,37,,8,85,115,30,,,75,4.03,75.2
19609,1960,9,180,,,,,,45,6.9,37,6.4,43.4,0.4,,10.2,,38,,8,82,118,36,,,75,6.75,67.3
19611,1961,1,158,,,,,,41,6,31,5.9,36.9,0.45,,11.3,,32,,7.9,61,100,41,,,34,3.11,26.8
196110,1961,10,217,,,,,,51,6.9,43,7.2,50.2,0.39,,13.5,,38,,8.3,106,137,31,,,64,3.29,56.9
196111,1961,11,206,,,,,,44,6.8,41,7,48,0.37,,12.6,,37,,8.2,97,131,34,,,54,2.34,47.1
196112,1961,12,156,,,,,,32,6.2,34,6,40,0.57,,11.6,,32,,8.2,75,110,35,,,39,3.7,33.8
19612,1961,2,137,,,,,,29,5.6,26,5.3,31.3,0.75,,6.7,,27,,7.7,60,88,28,,,37,4.9,35.8
19613,1961,3,110,,,,,,22,5,18,5,23,0.93,,4.5,,26,,7.6,43,67,24,,,48,4.37,44.3
19614,1961,4,121,,,,,,27,5.2,19,5.1,24.1,0.6,,5,,25,,7.7,44,68,24,,,53,4.36,48.4
19615,1961,5,132,,,,,,30,5.2,22,5.2,27.2,0.7,,5.7,,27,,7.9,53,77,24,,,64,3.57,58.8
19616,1961,6,148,,,,,,34,5.5,29,5.7,34.7,0.42,,7.5,,32,,8.2,66,97,31,,,77,4.55,69.8
19617,1961,7,152,,,,,,37,5.7,34,5.8,39.8,0.44,,7.2,,30,,8,78,108,30,,,83,3.51,75.1
19618,1961,8,192,,,,,,55,6,39,6.4,45.4,0.22,,12.9,,38,,7.9,78,121,43,,,82,3.79,73.6
19619,1961,9,188,,,,,,46,9.6,39,6.9,45.9,0.13,,8.9,,32,,8.2,91,125,34,,,79,1.46,71.6
19621,1962,1,142,,,,,,35,6,26,5.6,31.6,0.97,,6.9,,28,,7.9,55,87,32,,,36,2.97,32
196210,1962,10,238,,,,,,65,11.4,45,7.9,52.9,0.27,,19.7,,52,,8.3,106,144,38,,,64,2.41,57
196211,1962,11,182,,,,,,52,9,34,6.4,40.4,0.56,,10,,90,,8.1,76,112,36,,,48,5.37,42
196212,1962,12,154,,,,,,39,7.2,29,5.7,34.7,0.78,,11.1,,33,,7.8,69,99,30,,,39,3.1,30.4
19622,1962,2,147,,,,,,37,6.2,24,5.3,29.3,1.1,,8.7,,27,,8.1,53,83,30,,,39,4.25,32
19623,1962,3,120,,,,,,24,5.5,18,5.2,23.2,0.63,,8.8,,24,,7.7,36,65,29,,,45,4.18,40.2
19624,1962,4,115,,,,,,25,5.4,21,5.4,26.4,0.66,,5.2,,26,,7.8,47,76,29,,,56,4.01,52.5
19625,1962,5,136,,,,,,27,5.8,28,5.8,33.8,0.27,,6.2,,28,,8.2,64,94,30,,,72,2.39,65.3
19626,1962,6,157,,,,,,31,6.2,32,6.5,38.5,0.33,,5.9,,29,,8,70,108,38,,,78,3.98,70.7
19627,1962,7,174,,,,,,47,7.6,37,6.8,43.8,0.06,,9.5,,36,,8.2,75,121,46,,,79,2.42,71.9
19628,1962,8,197,,,,,,56,9,37,6.9,43.9,0.11,,12.3,,44,,7.9,85,120,35,,,79,1.4,72.7
19629,1962,9,220,,,,,,62,10.2,38,6.8,44.8,0.03,,15.5,,50,,8,92,123,31,,,72,3.1,63.5
19631,1963,1,155,,,,,,,3.9,28,5,33,0.65,,9.2,,30,,7.9,60,96,30,,,34,1.93,29
196310,1963,10,263,,,,,,,9.6,45,8,53,0.05,,20.2,,87,,8.3,99,145,46,,,65,0.16,58.3
196311,1963,11,211,,,,,,,8.2,44,7,51,0.22,,22.2,,70,,8.1,93,138,45,,,53,6.32,47.7
